공고번호,기초금액,log_기초금액,log_기초금액_norm,기초금액_norm,A값,A값/기초금액_norm,투찰률(%),투찰률_norm,참여업체수,log_참여업체수,log_참여업체수_norm,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20140623916-00,76077000.0,18.147256556391863,-0.3041219563430292,-0.3522338160109625,0.0,-0.024791695263956078,87.745,0.11333942152265358,942.0,6.8501261661455,-0.04185101496538315,+2% ~ -2%,기/협정,공연 실황 중계 광케이블 공사,서울지방조달청/문화체육관광부,서울
20140624686-00,36033000.0,17.399945770957075,-0.8632680852623984,-0.42076803542757546,0.0,-0.024791695263956078,87.745,0.11333942152265358,930.0,6.837332814685591,-0.0651917527810743,+2% ~ -2%,,성보고등학교 우정관시청각실개선정보통신공사,서울특별시교육청,서울
20140607152-00,29149120.0,17.187935315932194,-1.0218966338235256,-0.4325496092553058,0.0,-0.024791695263956078,87.745,0.11333942152265358,860.0,6.759255270663693,-0.2076397649395011,+2% ~ -2%,,테니스경기장 사무공간 개보수 통신공사,서울올림픽기념국민체육진흥공단,서울
20140601741-00,44264000.0,17.605682286151804,-0.7093337673178699,-0.4066809022735913,0.0,-0.024791695263956078,87.745,0.11333942152265358,1546.0,7.344719054149673,0.8605054129485101,+2% ~ -2%,기,한국의집 고품격 공간조성(정보통신)공사(긴급) (긴급공고),한국문화재재단,서울/경기
20140529981-01,22000000.0,16.906553056777135,-1.2324299273602977,-0.44478513414581866,0.0,-0.024791695263956078,87.745,0.11333942152265358,806.0,6.694562058521095,-0.32566882931775354,+2% ~ -2%,정,서울도봉경찰서 창동지구대리모델링(통신설비공사) (긴급공고) (공고),경찰청,서울
20140527400-00,66600000.0,18.014215150525633,-0.4036649959002771,-0.368453444355065,0.0,-0.024791695263956078,87.745,0.11333942152265358,956.0,6.86484777797086,-0.014992276431005678,+2% ~ -2%,기/협정,서울과수 청사 재배치 리모델링 통신공사,서울지방조달청/안전행정부,서울
20140528867-01,50000000.0,17.72753358339242,-0.6181632898086301,-0.3968638939184397,0.0,-0.024791695263956078,87.745,0.11333942152265358,819.0,6.710523109452428,-0.2965488050443198,+2% ~ -2%,기/정,국회 상임위원회 소회의실 음향장비 설치공사 (정정공고),국회,서울
20140510536-00,1267530000.0,20.960335962577503,1.8006549195806423,1.686905663725872,0.0,-0.024791695263956078,86.745,-0.34258916408631507,726.0,6.590301048196686,-0.5158870777577385,+2% ~ -2%,의무,김포공항 비즈니스제트항공기 지원센터(FBO) 신축 정보통신공사,한국공항공사,전국/서울
20140517672-00,73420000.0,18.11170694965323,-0.33072056214389206,-0.3567811994139677,0.0,-0.024791695263956078,87.745,0.11333942152265358,836.0,6.731018100482083,-0.25915686645362424,+2% ~ -2%,기/협정,고정식 교통무인단속기 이전 설치,서울지방조달청/경찰청,서울
20140517741-00,414850000.0,19.84342756948508,0.9649718055040316,0.227566980972961,0.0,-0.024791695263956078,86.745,-0.34258916408631507,839.0,6.734591659972948,-0.25263711161014585,+2% ~ -2%,기,한국공항공사 서울지역본부 사무실 이전 정보통신공사,한국공항공사,서울
20140502897-00,205700000.0,19.141929359484635,0.44010314816569457,-0.1303875687969073,0.0,-0.024791695263956078,87.745,0.11333942152265358,876.0,6.777646593635117,-0.17408584836768623,+2% ~ -2%,,청운관(구관) 리모델링 통신공사 (긴급공고),서울과학기술대학교,서울
20140503715-00,11510000.0,16.258726867579036,-1.71714058986192,-0.4627384845024331,0.0,-0.024791695263956078,87.745,0.11333942152265358,596.0,6.393590753950631,-0.8747737555788382,+2% ~ -2%,기,경부선 구로역 역사개량에 따른 통신설비 개량타공사,한국철도공사,서울
20140436561-01,25149740.0,17.04035815624626,-1.1323154838703593,-0.4393944396031835,0.0,-0.024791695263956078,87.745,0.11333942152265358,861.0,6.760414691083428,-0.20552446871552138,+2% ~ -2%,기/정,체조경기장 시설환경개선 정보통신공사 (정정공고),서울올림픽기념국민체육진흥공단,서울
20140440006-00,28539000.0,17.166782165896475,-1.0377236527659075,-0.4335938130798604,0.0,-0.024791695263956078,87.745,0.11333942152265358,763.0,6.639875833826536,-0.4254407176087609,+2% ~ -2%,기,김포공항 레이더관제장비실 내부개량 정보통신공사,한국공항공사,서울
20140433347-00,45314000.0,17.629126615547772,-0.6917924628400558,-0.4048838557650646,0.0,-0.024791695263956078,87.745,0.11333942152265358,908.0,6.813444599510896,-0.10877443469399066,+2% ~ -2%,기,고궁박물관 사무공간 이전공사(통신),문화재청,서울
20140436244-00,41258000.0,17.535355615572815,-0.7619529538470077,-0.4118255897065735,0.0,-0.024791695263956078,87.745,0.11333942152265358,807.0,6.695798917058491,-0.32341225167842785,+2% ~ -2%,,입학관리본부 전산망 전용회선 구축 공사 (긴급공고),서울대학교,서울
20140428855-00,87710000.0,18.289546487328774,-0.1976590688560118,-0.3323242521693518,0.0,-0.024791695263956078,87.745,0.11333942152265358,1588.0,7.371489295214277,0.9093461862134236,+2% ~ -2%,기,경부선 남영역외 10개소 열차행선안내장치 보수공사,한국철도공사,서울/경기
20140431300-00,54283180.0,17.809724994751036,-0.5566667740520017,-0.3895333475714002,0.0,-0.024791695263956078,87.745,0.11333942152265358,848.0,6.745236349484363,-0.23321648459196834,+2% ~ -2%,,올림픽공원 플라자 편익시설 A-1동 개선 정보통신공사,서울올림픽기념국민체육진흥공단,서울
20140426790-00,57290000.0,17.863636663839813,-0.5163294717380342,-0.3843872567306685,0.0,-0.024791695263956078,87.745,0.11333942152265358,1498.0,7.313220387090301,0.8030378969750424,+2% ~ -2%,기,안산선 중앙역외 5개소 시각장애인용 음성유도 신설 공사,한국철도공사,서울/경기
20140421094-00,76890000.0,18.157886400013957,-0.29616859071770313,-0.35084238857150324,0.0,-0.024791695263956078,87.745,0.11333942152265358,1025.0,6.934397209928558,0.11189668316976165,+2% ~ -2%,기,(긴급)서울교육대학교 교내 CCTV 시스템 개선 공사 (긴급공고),서울교육대학교,서울/인천/경기
20140329498-00,760241000.0,20.449146047555935,1.418177016547791,0.8186943053791985,0.0,-0.024791695263956078,86.745,-0.34258916408631507,895.0,6.799055862058796,-0.1350258629784952,+2% ~ -2%,기/의무,경호종합훈련장 신축 통신공사,서울지방조달청/대통령경호실,전국/서울
20140406573-00,37946000.0,17.451674680759453,-0.8245639473950573,-0.4174939878363263,0.0,-0.024791695263956078,87.745,0.11333942152265358,852.0,6.74993119378857,-0.2246510097565903,+2% ~ -2%,기,김포공항 이동지역 주유소 신축 정보통신공사,한국공항공사,서울
20140406951-00,48337520.0,17.6937186493429,-0.6434639944712189,-0.399709183327483,0.0,-0.024791695263956078,87.745,0.11333942152265358,890.0,6.79346613258001,-0.14522400461744267,+2% ~ -2%,기,체육단체 이전 사무공간 개보수 통신공사,서울올림픽기념국민체육진흥공단,서울
20140313243-00,150916000.0,18.83223395522721,0.20838564882047836,-0.2241488982475048,0.0,-0.024791695263956078,87.745,0.11333942152265358,848.0,6.745236349484363,-0.23321648459196834,+2% ~ -2%,기/협정,국립전통예술고등학교 전공실 및 특별교실 증축 통신공사 (긴급공고),서울지방조달청/문화체육관광부,서울
20140310239-00,126600000.0,18.656543075573243,0.07693180503873794,-0.2657650724392529,0.0,-0.024791695263956078,87.745,0.11333942152265358,292.0,5.683579767338681,-2.170148180075968,+2% ~ -2%,기,국회 경비대 신축 주차관제장치 설치공사,국회,서울/인천/경기
20140237851-00,1053581000.0,20.77546067577062,1.6623292015986866,1.320737755675604,0.0,-0.024791695263956078,86.745,-0.34258916408631507,883.0,6.785587645007929,-0.15959785445502145,+2% ~ -2%,기/의무,성북세무서 청사신축 통신공사,서울지방조달청/국세청,전국/서울
20140306860-00,326289000.0,19.603294052751465,0.7853012736151116,0.07599723255235709,0.0,-0.024791695263956078,87.745,0.11333942152265358,876.0,6.777646593635117,-0.17408584836768623,+2% ~ -2%,기,김포공항 국내선 지하철 연결통로 개선 정보통신공사,한국공항공사,서울
20140305529-00,17400000.0,16.67198082165602,-1.4079394473301257,-0.4526579093260309,0.0,-0.024791695263956078,87.745,0.11333942152265358,650.0,6.480044561926653,-0.7170437290521758,+2% ~ -2%,기,성동구치소 근무자실 영상계호장비 설치,법무부,서울
20140236178-00,188424000.0,19.054205305835517,0.3744670487449135,-0.15995497401720013,0.0,-0.024791695263956078,87.745,0.11333942152265358,840.0,6.7357800142423265,-0.25046902723283204,+2% ~ -2%,,김포공항 국제선 4층 개량 및 기타 정보통신공사,한국공항공사,서울
20140234486-00,60000000.0,17.909855136853043,-0.4817483031350997,-0.3797491652658043,0.0,-0.024791695263956078,87.745,0.11333942152265358,942.0,6.8501261661455,-0.04185101496538315,+2% ~ -2%,기,국회 제3어린이집 신축 통신 인입 배관공사,국회,서울
20140230082-01,47500000.0,17.6762402900575,-0.6565414946555747,-0.40114257608159853,0.0,-0.024791695263956078,87.745,0.11333942152265358,382.0,5.950642552587727,-1.6829074073699302,+2% ~ -2%,정,전수회관 보안장비(CCTV) 개선 공사 업체선 입찰 변경공고(긴급) (공고),한국문화재재단,서울/경기
20140227820-00,200000000.0,19.11382792951231,0.41907734994041956,-0.14014296412890945,0.0,-0.024791695263956078,87.745,0.11333942152265358,870.0,6.77078942390898,-0.18659636222615542,+2% ~ -2%,기,방사선융합연구센터 신축공사 / 통신,한국원자력의학원,서울
20140227105-00,133243000.0,18.707685094302395,0.11519682456590837,-0.25439575819530724,0.0,-0.024791695263956078,87.745,0.11333942152265358,689.0,6.53813982376767,-0.6110522475225421,+2% ~ -2%,기,미술관(151동)오디토리엄 영상장비 구매 설치 (긴급공고),서울대학교,서울
20140219168-00,15320000.0,16.54466978755087,-1.503194959863912,-0.4562177728857791,0.0,-0.024791695263956078,87.745,0.11333942152265358,641.0,6.466144724237619,-0.7424031876895064,+2% ~ -2%,기,경의선 수색 운전신호실 개수에 따른 통신설비 신설 타공사,한국철도공사,서울
20140209645-00,24412000.0,17.01058541360998,-1.1545917765679183,-0.440657061594803,0.0,-0.024791695263956078,87.745,0.11333942152265358,763.0,6.639875833826536,-0.4254407176087609,+2% ~ -2%,,"aT센터 1, 2전시장 통신 간선케이블 교체 공사",농수산물유통공사,서울
20140207970-00,52961000.0,17.785066370471807,-0.5751166272843309,-0.39179622276439435,0.0,-0.024791695263956078,88.0,0.22960121085293853,452.0,6.118097198041348,-1.377395987020023,+2% ~ -2%,기,2014년 통신시설 유지보수 용역,서울과학기술대학교,서울
20140119866-00,38378000.0,17.46299496276842,-0.8160939881934024,-0.4167546315585325,0.0,-0.024791695263956078,87.745,0.11333942152265358,876.0,6.777646593635117,-0.17408584836768623,+2% ~ -2%,기,응급외상전용 중환자실 개설공사(통신),국립중앙의료원,서울
20140121509-01,66526000.0,18.013103421689642,-0.40449680361290163,-0.3685800933470945,0.0,-0.024791695263956078,87.745,0.11333942152265358,654.0,6.486160788944089,-0.7058850227755159,+2% ~ -2%,기/정,문화관(73동)중강당 인터넷방송 시스템 설치 공사 (긴급공고) (정정공고),서울대학교,서울
20140101958-00,97067000.0,18.390912029980896,-0.12181625769309037,-0.3163100005690809,0.0,-0.024791695263956078,87.745,0.11333942152265358,884.0,6.786716950605081,-0.1575375010019398,+2% ~ -2%,,미술관(151동)오디토리엄 음향설비 개선 공사 (긴급공고),서울대학교,서울
20131204897-00,4478688000.0,22.2225959835627,2.7450917163986164,7.182715446799794,0.0,-0.024791695263956078,86.745,-0.34258916408631507,410.0,6.021023349349527,-1.5545016702474515,+2% ~ -2%,기/의무,코레일유통(주) 본사사옥 건립공사(통신공사) (긴급공고),서울지방조달청/코레일유통,전국/서울
20131225790-00,12900000.0,16.372737946851277,-1.6318362494570056,-0.4603595372197168,0.0,-0.024791695263956078,85.0,-1.1381845459739675,514.0,6.246106765481563,-1.143849854805562,+2% ~ -2%,기,무인감시시스템 보강공사,한국방송공사,서울
20151220520-00,64317000.0,17.979334555504167,-0.42976303979417046,-0.37236073690646165,0.0,-0.024791695263956078,87.745,0.11333942152265358,998.0,6.907755278982137,0.06329000437469931,+2% ~ -2%,,"관악서울대학교치과병원 4층, 5층 내부재배치 공사(통신)",서울대학교치과병원,서울
20151221770-00,225753000.0,19.234952043639236,0.5097037410655719,-0.09606740342977764,0.0,-0.024791695263956078,87.745,0.11333942152265358,381.0,5.948034989180646,-1.6876647576243338,+2% ~ -2%,협정,행정관(60동) 로비 환경개선 전시공간조성 및 기타 통신공사 (긴급공고),서울대학교,서울/경기
20151221999-00,18436000.0,16.729815887064234,-1.3646666168436952,-0.4508848234376179,0.0,-0.024791695263956078,87.745,0.11333942152265358,1435.0,7.270312886079025,0.7247556161693374,+2% ~ -2%,기,(긴급)판교 IoT혁신센터 신규 구축공사(정보통신공사),한국인터넷진흥원,서울/경기
20151222168-00,10824000.0,16.197276541220045,-1.7631183982572194,-0.4639125548880039,0.0,-0.024791695263956078,87.745,0.11333942152265358,521.0,6.259581464064923,-1.119266038143817,+2% ~ -2%,기,영등포역파출소 청사 신축공사(통신) (긴급공고),경찰청,서울
20151220833-00,21142000.0,16.86677218860996,-1.2621944093860533,-0.44625357786421477,0.0,-0.024791695263956078,87.745,0.11333942152265358,794.0,6.679599185844383,-0.3529677344726014,+2% ~ -2%,,당산파출소 청사 신축공사(통신) (긴급공고),경찰청,서울
20151124438-00,1125554000.0,20.841541196724716,1.711771372391071,1.4439175922072163,0.0,-0.024791695263956078,86.745,-0.34258916408631507,850.0,6.747586526829315,-0.22892872048255425,+2% ~ -2%,기/의무,광복회관 재건축 건립사업 통신공사,서울지방조달청/국가보훈처,전국/서울
20151216443-00,89705000.0,18.312037077983273,-0.18083136216868392,-0.328909863803151,0.0,-0.024791695263956078,87.745,0.11333942152265358,910.0,6.815639990074331,-0.1047690702119186,+2% ~ -2%,기/연기,서울교대부설초등학교 가설교사 통신공사 (긴급공고),서울교육대학교,서울
20151216332-00,29387000.0,17.196062991677792,-1.015815417656387,-0.4321424840901169,0.0,-0.024791695263956078,87.745,0.11333942152265358,796.0,6.682108597449809,-0.348389456564936,+2% ~ -2%,기/정/연기/협정,용신지구대 신축공사 (통신) (긴급공고),경찰청,서울
20151204705-00,314056000.0,19.565081875104326,0.756710503047621,0.05506078499158827,0.0,-0.024791695263956078,87.745,0.11333942152265358,862.0,6.761572768804055,-0.2034116221692458,+2% ~ -2%,기/협정,네트워크 카메라(CCTV) 신규 설치 및 교체 공사,서울지방조달청/서울과학기술대학교,서울
20151126000-00,622088000.0,20.248592121403398,1.268120368586355,0.5822491946244455,0.0,-0.024791695263956078,86.745,-0.34258916408631507,845.0,6.741700694652055,-0.239667084554479,+2% ~ -2%,기/협정,서초동교사 증축 및 리모델링 정보통신공사,서울지방조달청/문화체육관광부,서울
20151118466-00,263979000.0,19.391380116280317,0.6267449412948581,-0.030644641682213758,0.0,-0.024791695263956078,87.745,0.11333942152265358,868.0,6.76849321164863,-0.19078567012611874,+2% ~ -2%,기/협정,"국립국악원 우면당 무대음향, 무대영상용 통신 공사",서울지방조달청/문화체육관광부,서울
20151212402-00,17988000.0,16.705215482465352,-1.3830729094724203,-0.45165156328125594,0.0,-0.024791695263956078,87.745,0.11333942152265358,730.0,6.595780513961311,-0.505890105956959,+2% ~ -2%,협정,인수파출소 신축공사(통신) 입찰 공고,경찰청,서울
20151214172-00,227042000.0,19.240645584762117,0.5139637110014397,-0.09386131490645294,0.0,-0.024791695263956078,87.745,0.11333942152265358,903.0,6.807934943699926,-0.1188264865071173,+2% ~ -2%,기/협정,서울동대문경찰서 민원동 신축 통신공사 (긴급공고),경찰청,서울
20151213928-00,578820000.0,20.176502108102444,1.2141818296858056,0.5081971866902228,0.0,-0.024791695263956078,86.745,-0.34258916408631507,787.0,6.670766320845874,-0.3690827913236275,+2% ~ -2%,,한국환경산업기술원 이전 청사 리모델링 및 증축공사(정보통신) (긴급공고),한국환경산업기술원,서울
20151208156-00,145229000.0,18.793822371816265,0.17964568067269196,-0.23388204443225852,0.0,-0.024791695263956078,87.745,0.11333942152265358,907.0,6.812345094177479,-0.11078041927079665,+2% ~ -2%,기/협정,물품창고 경찰악대 신축 통신공사,서울지방조달청/경찰청,서울
20151126490-00,461225000.0,19.94939655347624,1.0442589619843217,0.30693653509955743,0.0,-0.024791695263956078,86.745,-0.34258916408631507,857.0,6.755768921984255,-0.21400040864696446,+2% ~ -2%,기/협정,남부학습센터 신관 교육원 환경개선공사(통신),서울지방조달청/한국방송통신대학교,서울
20151212388-00,13264706.0,16.400617457107995,-1.6109764939977802,-0.459735352796918,0.0,-0.024791695263956078,87.745,0.11333942152265358,602.0,6.403574197934815,-0.8565595331944467,+2% ~ -2%,기/연기,강남고속터미널 스마트워크센터 통신 공사,한국지능정보사회진흥원,서울
20151129757-00,9680000.0,16.08557256255854,-1.846696540672405,-0.4658704798458654,0.0,-0.024791695263956078,87.745,0.11333942152265358,439.0,6.089044875446846,-1.4304002874756252,+2% ~ -2%,,동일여자고등학교 급식실 환경개선공사(통신) (긴급공고),서울특별시교육청,서울
20151128155-00,9983000.0,16.116394304488846,-1.8236353751937664,-0.4653519035676905,0.0,-0.024791695263956078,87.745,0.11333942152265358,110.0,4.718498871295094,-3.9308830614770214,+2% ~ -2%,기,감염PC 사이버 치료체계 운영환경 개선 용역,한국인터넷진흥원,서울
20151124163-00,44433000.0,17.609493017083015,-0.7064825366250065,-0.4063916633593618,0.0,-0.024791695263956078,87.745,0.11333942152265358,940.0,6.848005274576363,-0.04572046029453492,+2% ~ -2%,,불암학사 승강기 설치공사(통신),서울과학기술대학교,서울
20151120286-00,79054000.0,18.18564173387467,-0.27540174540039136,-0.3471387612910729,0.0,-0.024791695263956078,87.745,0.11333942152265358,1012.0,6.921658184151129,0.08865505945371907,+2% ~ -2%,기/협정,국립국악원 우면당 리모델링 공사(통신),서울지방조달청/문화체육관광부,서울
20151114300-00,204330000.0,19.135246896779655,0.4351032562519661,-0.13273228662231834,0.0,-0.024791695263956078,87.745,0.11333942152265358,1701.0,7.440146680662688,1.0346076579930434,+2% ~ -2%,기,광명스피돔 공청설비 공사,서울올림픽기념국민체육진흥공단,서울/경기
20151126491-00,37590000.0,17.44224864214318,-0.8316166129072602,-0.4181032721763601,0.0,-0.024791695263956078,87.745,0.11333942152265358,871.0,6.771935555839602,-0.1845053100903114,+2% ~ -2%,기,국회 어린이집 CCTV 교체공사,국회,서울
20151117889-00,70678000.0,18.073644922616268,-0.35919898837744246,-0.3614740580105203,0.0,-0.024791695263956078,87.745,0.11333942152265358,1005.0,6.914730892718563,0.0760166125536168,+2% ~ -2%,기/협정,본관 행정실 및 학과사무실 재배치 통신공사,서울지방조달청/한국체육대학교,서울
20151116616-00,268000000.0,19.406497542206473,0.638055965236414,-0.023762809290989086,0.0,-0.024791695263956078,87.745,0.11333942152265358,919.0,6.825460036255307,-0.08685295777129631,+2% ~ -2%,기,병원동 3층 리노베이션 공사(통신),한국원자력의학원,서울
20151113231-00,23240014.0,16.961386135386675,-1.1914032163334813,-0.44266288383227176,0.0,-0.024791695263956078,87.745,0.11333942152265358,791.0,6.675823221634848,-0.3598567651454774,+2% ~ -2%,,소상공인 사관학교 체험점포 통신공사(서울-상록회관) (긴급공고),소상공인시장진흥공단,서울
20151105578-00,23200000.0,16.959662879739987,-1.192692575115348,-0.4427313667075024,0.0,-0.024791695263956078,85.0,-1.1381845459739675,791.0,6.675823221634848,-0.3598567651454774,+2% ~ -2%,기,KBS어린이집 CCTV 설치공사 (긴급공고),한국방송공사,서울
20151100862-00,158844000.0,18.883433152779393,0.24669345017038852,-0.21058034137169548,0.0,-0.024791695263956078,87.745,0.11333942152265358,909.0,6.814542897259958,-0.10677065328575173,+2% ~ -2%,기/협정,한국정보화진흥원 서울사무소 업무환경개선 통신공사,서울지방조달청/한국정보화진흥원,서울
20151106047-00,70991200.0,18.07806649774822,-0.35589071735159405,-0.3609380247091198,0.0,-0.024791695263956078,87.745,0.11333942152265358,1913.0,7.557472901614746,1.2486626357468724,+2% ~ -2%,,신형무인발매기 투표소 보수 및 환경개선 통신공사,서울올림픽기념국민체육진흥공단,서울/경기
20151103346-01,17000000.0,16.648723960844016,-1.4253404857565726,-0.4533424984721363,0.0,-0.024791695263956078,87.745,0.11333942152265358,490.0,6.198478716492308,-1.230744505328902,+2% ~ -2%,정,분석 사무 공간 네트워크 보안강화 용역 (공고),한국인터넷진흥원,서울
20151102291-00,660402000.0,20.308359299987487,1.312838827349509,0.6478225659841524,0.0,-0.024791695263956078,86.745,-0.34258916408631507,868.0,6.76849321164863,-0.19078567012611874,+2% ~ -2%,기,서울대학교 반려동물병원 증축 통신공사 (긴급공고),서울대학교,서울
20151104027-00,221400000.0,19.215481582755523,0.49513572860865224,-0.10351744481226981,0.0,-0.024791695263956078,87.745,0.11333942152265358,897.0,6.80128303447162,-0.13096251433049105,+2% ~ -2%,,관악캠퍼스 CCTV 설치공사 (긴급공고),서울대학교,서울
20151027045-00,19602000.0,16.791142210826465,-1.3187815885518088,-0.4488892460767206,0.0,-0.024791695263956078,87.745,0.11333942152265358,823.0,6.715383386334681,-0.28768150793489333,+2% ~ -2%,기,여주교도소 운동장 CCTV 카메라 설치 공사,법무부,서울/경기
20151026846-00,68636400.0,18.04433357878564,-0.3811300574262918,-0.3649682010122423,0.0,-0.024791695263956078,87.745,0.11333942152265358,974.0,6.883462586413092,0.01896937659642708,+2% ~ -2%,기,2015년 북한산 주차장 CCTV 정비공사,국립공원관리공단,서울
20151029138-00,7495098.0,15.82975989823747,-2.0380983828128967,-0.4696098803321254,0.0,-0.024791695263956078,87.745,0.11333942152265358,355.0,5.877735781779639,-1.8159216396258706,+2% ~ -2%,기,공공데이터 오픈랩 설치 정보통신공사,한국지능정보사회진흥원,서울
20151021195-00,216382000.0,19.19255592680087,0.47798250129035175,-0.11210561565016222,0.0,-0.024791695263956078,87.745,0.11333942152265358,919.0,6.825460036255307,-0.08685295777129631,+2% ~ -2%,,김포공항 항공조종인력 양성센터 정보통신공사,한국공항공사,서울
20151017157-00,46696078.0,17.659170757658064,-0.6693131060783315,-0.4025184667703869,0.0,-0.024791695263956078,87.745,0.11333942152265358,951.0,6.859614903654202,-0.024539356242760903,+2% ~ -2%,기,[서울대학교병원] 소아별관 6층 교수실 환경개선공사 [통신],서울대학교병원,서울
20151015868-00,23100000.0,16.955343218782065,-1.195924592838016,-0.44290251399402875,0.0,-0.024791695263956078,87.745,0.11333942152265358,794.0,6.679599185844383,-0.3529677344726014,+2% ~ -2%,기,한국국방연구원 직장어린이집 리모델링공사(정보통신분야) (긴급공고),국방부,서울
20150925093-00,1232639000.0,20.93242323723799,1.7797703122320447,1.627190663983962,0.0,-0.024791695263956078,86.745,-0.34258916408631507,807.0,6.695798917058491,-0.32341225167842785,+2% ~ -2%,기/의무,서울영동우체국 건립 정보통신공사,서울지방조달청/미래창조과학부,전국/서울
20151000065-00,1356411000.0,21.028108078622267,1.8513627603795104,1.8390230834633599,0.0,-0.024791695263956078,86.745,-0.34258916408631507,805.0,6.693323668269949,-0.32792820148118423,+2% ~ -2%,기/의무,신개념치료기술개발 플랫폼구축사업 복합연구센터 신축공사(정보통신),서울지방조달청/한국원자력의학원,전국/서울
20151008319-00,159983000.0,18.890578123803834,0.252039395883233,-0.2086309737781603,0.0,-0.024791695263956078,87.745,0.11333942152265358,121.0,4.812184355372417,-3.7599592556363604,+2% ~ -2%,기/정,안심응급실 개설공사(통신) (재입찰),국립중앙의료원,서울
20151009081-00,56650000.0,17.85240256309054,-0.5247349491756335,-0.3854825993644372,0.0,-0.024791695263956078,87.745,0.11333942152265358,924.0,6.8308742346461795,-0.07697506255990423,+2% ~ -2%,기,한국무역보험공사 직장어린이집 확장공사(정보통신공사),한국무역보험공사,서울
20151001847-00,26400000.0,17.088874605995333,-1.0960149438609947,-0.4372546535386591,0.0,-0.024791695263956078,87.745,0.11333942152265358,877.0,6.778784897685177,-0.17200907775208593,+2% ~ -2%,기,서울예고 CCTV설치공사,서울특별시교육청,서울
20150924544-01,52000000.0,17.76675429577647,-0.5888179224856617,-0.3934409481879126,0.0,-0.024791695263956078,87.745,0.11333942152265358,590.0,6.3835066348840055,-0.8931716538914038,+2% ~ -2%,정,서울서부경찰서 임시청사 보통신장비 이설 및 선로설치 공사 (공고),경찰청,서울
20150920695-00,30799000.0,17.24299281235284,-0.9807020109282001,-0.4297258844043648,0.0,-0.024791695263956078,87.745,0.11333942152265358,1679.0,7.427144133408616,1.0108852544192433,+2% ~ -2%,,국가격리병실(음압) 설치공사(정보통신),국민건강보험공단,서울/경기
20150918343-00,161880000.0,18.902365884149354,0.2608591275053211,-0.2053843097527554,0.0,-0.024791695263956078,87.745,0.11333942152265358,897.0,6.80128303447162,-0.13096251433049105,+2% ~ -2%,기,김포공항 경항공 계류장 및 타지역 CCTV 설치공사,한국공항공사,서울
20150916512-00,290000000.0,19.48539148439307,0.6970852783797516,0.013889593744808679,0.0,-0.024791695263956078,87.745,0.11333942152265358,695.0,6.546785410760524,-0.5952788686784357,+2% ~ -2%,기,임시사무소 설치공사(통신),국민건강보험공단,서울
20150916134-01,34870000.0,17.36713744732978,-0.8878156329628666,-0.42275847836987696,0.0,-0.024791695263956078,87.745,0.11333942152265358,879.0,6.78105762593618,-0.16786261508362788,+2% ~ -2%,기/정/협정,중화지구대 신축공사 (통신) (정정공고),경찰청,서울
20150914924-00,25006000.0,17.034626394027484,-1.136604051249526,-0.4396404467128365,0.0,-0.024791695263956078,87.745,0.11333942152265358,774.0,6.654152520183219,-0.3993937201372667,+2% ~ -2%,기,음압수술실 개설공사(통신),국립중앙의료원,서울
20150913337-00,92828000.0,18.346258887157397,-0.15522622907376163,-0.32356493404493303,0.0,-0.024791695263956078,87.745,0.11333942152265358,899.0,6.803505257608338,-0.1269081953535888,+2% ~ -2%,기/협정,국회 외곽 출입문 CCTV 카메라 설치공사,국회,서울
20150911725-02,59950000.0,17.909021456118364,-0.48237207220766753,-0.3798347389090675,0.0,-0.024791695263956078,87.745,0.11333942152265358,954.0,6.862757913051401,-0.01880511541289178,+2% ~ -2%,기/정,용강지구대 신축관련 통신공사 (정정공고),경찰청,서울
20150911396-01,109670000.0,18.512986423854656,-0.03047885683518791,-0.29474030804816453,0.0,-0.024791695263956078,87.745,0.11333942152265358,929.0,6.836259277277067,-0.06715036036456888,+2% ~ -2%,기/정,서울과학기술대학교 인재개발원 신축공사(통신) (정정공고),서울과학기술대학교,서울
20150820578-00,211091000.0,19.167799882824163,0.4594597575715109,-0.12116101858027159,0.0,-0.024791695263956078,87.745,0.11333942152265358,1834.0,7.515344571180436,1.1718019070815635,+2% ~ -2%,기/협정,전파관리시설 이전설치공사(수도권 4개소),서울지방조달청/미래창조과학부,서울/인천/경기
20150807526-00,238983000.0,19.291902981843233,0.5523150578774444,-0.07342461742234108,0.0,-0.024791695263956078,87.745,0.11333942152265358,887.0,6.790097235513905,-0.15137036457592723,+2% ~ -2%,기/협정,본부 잔류시설 이전 리모델링 공사(통신),서울지방조달청/도로교통공단,서울
20150901637-00,50993000.0,17.74719894597686,-0.6034494497608295,-0.395164401363233,0.0,-0.024791695263956078,87.745,0.11333942152265358,931.0,6.838405200847344,-0.06323524558144884,+2% ~ -2%,,청사 민원동 신축 통신공사,경찰청,서울
20150816315-00,803352000.0,20.50430353327021,1.4594464525296615,0.8924776120735748,0.0,-0.024791695263956078,86.745,-0.34258916408631507,905.0,6.810142450115136,-0.11479901734664374,+2% ~ -2%,기,사격장 및 컬링장 건립 통신공사,대한장애인체육회,서울/경기
20150811772-00,52347000.0,17.773405206151768,-0.5838416383711824,-0.3928470671036662,0.0,-0.024791695263956078,87.745,0.11333942152265358,970.0,6.879355804460439,0.011476787877711099,+2% ~ -2%,,행정대학원(57동) 지하층 환경개선 통신공사 (긴급공고),서울대학교,서울
