공고번호,입찰년도,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),Unnamed: 0
20181117712-00,2018,정부서울청사 본관 정문 스피드게이트 구매 설치,행정안전부,서울,49153000.0,49003150.0,+2% ~ -2%,0.0,88,31.0,물품,-0.30487,
20181111728-00,2018,경원선 옥수~의정부간 통신설비 공용접지 연결 타공사,한국철도공사,서울/경기,99345000.0,99092475.0,+2% ~ -2%,0.0,87.745,2004.0,기,-0.25419,
20181111953-01,2018,강남지점 리모델링공사 관급자재(CCTV) 구매,서울올림픽기념국민체육진흥공단,서울/경기,116176000.0,116670950.0,+2% ~ -2%,0.0,87.945,290.0,물품/정,0.42603,
20181108911-00,2018,서울금천경찰서 통신장비 이전 및 설치 용역,경찰청,서울,45000000.0,44940300.0,+2% ~ -2%,0.0,87.995,49.0,,-0.13267,
20181109406-00,2018,김포공항 청년창업육성센터 정보통신공사,한국공항공사,서울,11640468.0,11704550.0,+2% ~ -2%,0.0,87.745,659.0,기,0.55051,
20181106796-03,2018,"2018년도 서울여자상업고등학교 교사동(석포관,강석관)방송시설개선공사(통신)긴급공고 (공고)",서울특별시교육청,서울,174183000.0,174027600.0,+2% ~ -2%,0.0,87.745,978.0,정,-0.08922,
20181104984-00,2018,경부선 회역 등 14개소 PSD 승무원감시용 모니터 교체공사,한국철도공사,서울/경기,100908000.0,101142150.0,+2% ~ -2%,0.0,87.745,2019.0,기,0.23204,
20181102838-00,2018,2018년 노후 시스템 교체 및 보안장비 도입 사업,한국스포츠정책과학원,서울/경기,175282800.0,174488850.0,+2% ~ -2%,0.0,87.945,82.0,물품/기,-0.45296,
20181001056-00,2018,여의도우체국 건립 정보통신공사,전국/서울,전국/서울,6460882000.0,6431872675.0,+2% ~ -2%,0.0,85.495,650.0,기/의무,-0.449,
20181037726-00,2018,서울대학교 약학대학 20동 재건축 통신공사 (긴급공고),서울대학교,서울,597007000.0,593760825.0,+2% ~ -2%,0.0,86.745,913.0,기,-0.54375,
20181036644-00,2018,국립국악원 국악누리동 내진보강 및 환경개선공사(통신),서울지방조달청/문화체육관광부,서울,33589000.0,33694875.0,+2% ~ -2%,0.0,87.745,69.0,기/협정/여성,0.3152,
20181024281-00,2018,경복궁 영추문 매수표소 설치공사(통신) (긴급공고),문화재청,서울/경기,10120000.0,10105800.0,+2% ~ -2%,0.0,87.745,1077.0,기,-0.14032,
20181022028-00,2018,출입통제시스템 개선 공사,국민건강보험공단,서울/인천/경기,57000000.0,57467425.0,+2% ~ -2%,0.0,87.745,1154.0,,0.82004,
20181021373-00,2018,한세사이버보안고 도서관 통신공사 (긴급공고),서울특별시교육청,서울,11404000.0,11484475.0,+2% ~ -2%,0.0,87.745,567.0,기,0.70567,
20181021470-00,2018,김포공항 국제선청사 장애인 화장실 인터컴 설치 및 기타 정보통신공사,한국공항공사,서울,19370659.0,19277825.0,+2% ~ -2%,0.0,87.745,800.0,,-0.47926,
20181000532-00,2018,00청사 통신 인프라 시설보강공사,서울지방조달청/대통령경호처,서울,191465000.0,192222300.0,+2% ~ -2%,0.0,87.745,930.0,기/협정,0.39552,
20181016664-00,2018,본관 1층 서측 사무공간 조성공사(통신),한국방송공사,서울,43000000.0,42936400.0,+2% ~ -2%,0.0,85,966.0,기,-0.14791,
20181016080-00,2018,통신시스템 개선 공사,국민건강보험공단,서울/경기,188000000.0,188118925.0,+2% ~ -2%,0.0,87.745,648.0,,0.06325,
20181013311-00,2018,방사선 관리구역 보안시스템 보강 구축,한국원자력의학원,서울,107400000.0,107537225.0,+2% ~ -2%,0.0,87.995,25.0,물품/기,0.12777,
20181009958-00,2018,관악서 수사부서 등 개선공사(통신),경찰청,서울,182147570.0,181649900.0,+2% ~ -2%,0.0,87.745,985.0,기,-0.27323,
20180903989-00,2018,IBK 기업은행 본점 대수선공사(통신공사),전국/서울,전국/서울,8585760000.0,8594517550.0,+2% ~ -2%,0.0,85.495,539.0,기/의무,0.102,
20180907312-01,2018,국립극장 지하주차장 건립 통신공사 (정정공고),서울지방조달청/문화체육관광부,서울,316488000.0,316749925.0,+2% ~ -2%,0.0,87.745,961.0,기/정/협정,0.08275,
20181004091-00,2018,예술의전당 서예박물관 중앙감시실 구축(1차) 자동제어설비 이설공사,예술의전당,서울,112446990.0,112289075.0,+2% ~ -2%,0.0,87.745,908.0,,-0.14044,
20181004707-00,2018,미림여자고등학교 역사관 증축공사(통신),서울특별시교육청,서울,18966000.0,18918600.0,+2% ~ -2%,0.0,87.745,740.0,,-0.24993,
20181002722-00,2018,GKL 코엑스점 전산실 환경개선 정보통신공사,그랜드코리아레저(주),서울,119970000.0,120422350.0,+2% ~ -2%,0.0,87.745,970.0,기,0.37705,
20180920660-00,2018,강남지점 리모델링 정보통신공사,서울올림픽기념국민체육진흥공단,서울/경기,341359000.0,342203050.0,+2% ~ -2%,0.0,86.745,2094.0,,0.24726,
20181001333-00,2018,경영대학 K-School 창업 세미나실 화상회의 시스템 구매설치,한국과학기술원,서울,36740000.0,36466350.0,+2% ~ -2%,0.0,-,14.0,물품/기,-0.74483,
20180919875-01,2018,서울동부지방검찰청 사이버수사부 환경개선공사(통신) (긴급공고) (정정공고),대검찰청,서울,100833000.0,101059150.0,+2% ~ -2%,0.0,87.745,652.0,정/협정,0.22428,
20180921294-00,2018,서울캠퍼스 제9호관 4층 경영대학 연구센터 설치공사(통신),한국과학기술원,서울,42790000.0,43040875.0,+2% ~ -2%,0.0,87.745,947.0,기,0.58629,
20180916973-00,2018,혜성여자고등학교 체육관 및 학생식당 증축공사(통신),서울특별시교육청,서울,79829000.0,79771975.0,+2% ~ -2%,0.0,87.745,977.0,,-0.07144,
20180910501-00,2018,국회 교육위원회 전체회의실 중계카메라 광복합케이블 구매설치 공사 (긴급공고),국회,서울,60000000.0,60025800.0,+2% ~ -2%,0.0,87.745,919.0,연기/협정,0.043,
20180905447-00,2018,감사원 지진가속도계측기 구매 설치,서울지방조달청/감사원,서울,132000000.0,131731075.0,+2% ~ -2%,0.0,84.245,42.0,물품/기/연기,-0.20374,
20180824952-00,2018,정부서울청사 본관 노후 통신 부대시설 보강공사,서울지방조달청/행정안전부,서울,205868000.0,206574175.0,+2% ~ -2%,0.0,87.745,945.0,기/협정,0.34302,
20180902018-00,2018,신사파출소 신축공사(통신),경찰청,서울,39479000.0,39586825.0,+2% ~ -2%,0.0,87.745,948.0,기,0.27311,
20180824604-00,2018,헌법재판연구원 방송 및 통신설비 공사,서울지방조달청/헌법재판소,서울,150931000.0,149860175.0,+2% ~ -2%,0.0,87.745,960.0,기/협정,-0.70948,
20180827541-00,2018,한국체육대학교 학생회관 1층 업무공간조성 통신공사,한국체육대학교,서울,14920000.0,14852425.0,+2% ~ -2%,0.0,87.745,755.0,,-0.45292,
1802662-00,2018,서울서부권 건설및매입임대주택 유지보수공사 (정보통신),한국토지주택공사,서울,608280000.0,604168000.0,+2% ~ -2%,0.0,86.745,807.0,기,-0.67601,
1802661-00,2018,서울동부권 건설및매입임대주택 유지보수공사 (정보통신),한국토지주택공사,서울,699952000.0,700938000.0,+2% ~ -2%,0.0,86.745,805.0,기,0.14086,
20180821076-01,2018,종합교육연구동(220동) 지하2층 강의실(3실) 증축 통신공사 (정정공고),서울대학교,서울,104960000.0,105301175.0,+2% ~ -2%,0.0,87.745,995.0,기/정,0.32505,
20180816185-00,2018,김포공항 지상감시레이더 선로개선공사,한국공항공사,서울,14624682.0,14694850.0,+2% ~ -2%,0.0,87.745,693.0,,0.47979,
20180819135-00,2018,국립고궁박물관 전시동 공간조성공사(통신),서울지방조달청/문화재청,서울,74369000.0,73851800.0,+2% ~ -2%,0.0,87.745,1043.0,기/협정,-0.69546,
20180818875-00,2018,코레일유통(주) 서울본부사옥 3층 용도변경 통신공사,코레일유통,서울,20500000.0,20357525.0,+2% ~ -2%,0.0,87.745,839.0,기,-0.695,
20180817328-00,2018,통합감시반 전력제어 및 CCTV 이설 공사,한국체육산업개발주식회사,서울,24443000.0,24426625.0,+2% ~ -2%,0.0,87.745,831.0,,-0.067,
20180807669-00,2018,김포공항 국제선청사 간선케이블 포설 및 타 정보통신공사,한국공항공사,서울,206398128.0,207541125.0,+2% ~ -2%,0.0,87.745,982.0,기,0.55378,
20180811268-00,2018,경찰청 층간스위치 이설공사,경찰청,서울,41149220.0,41320375.0,+2% ~ -2%,0.0,87.745,904.0,기,0.41593,
20180809711-00,2018,주택도시보증공사 여의도 영업부서 이전사무실 인테리어 공사(통신),주택도시보증공사,서울,616618000.0,612443550.0,+2% ~ -2%,0.0,86.745,742.0,,-0.677,
20180733017-00,2018,경복궁 업무시설 증축공사(통신),문화재청,서울/경기,29537000.0,29721875.0,+2% ~ -2%,0.0,87.745,1917.0,기,0.6259,
20180731472-00,2018,병원동(병동)출입통제 시스템 구축,한국원자력의학원,서울,185000000.0,185389425.0,+2% ~ -2%,0.0,87.995,43.0,물품/기,0.2105,
20180734021-00,2018,서8병동 재배치 공사(통신),서울대학교병원,서울,85379411.0,85390575.0,+2% ~ -2%,0.0,87.745,1019.0,,0.01307,
20180733323-00,2018,김포공항 IP전화기 구매,한국공항공사,서울,81400000.0,81268400.0,+2% ~ -2%,0.0,84.245,27.0,물품/기,-0.16168,
20180723551-00,2018,국립극장 해오름 리모델링 통신공사,서울지방조달청/문화체육관광부,전국/서울,788229000.0,792339650.0,+2% ~ -2%,0.0,86.745,1070.0,기/의무,0.5215,
20180729222-00,2018,"전자서명인증관리센터 UPS, 항온항습기 노후설비 보수공사",한국인터넷진흥원,서울,9939600.0,9874650.0,+2% ~ -2%,0.0,87.745,265.0,특허,-0.65345,
20180717238-00,2018,CKL업지원센터 창작자지원시설 리모델링 공사(통신),한국콘텐츠진흥원,서울,58000000.0,57997425.0,+2% ~ -2%,0.0,87.745,963.0,기,-0.00444,
20180725674-00,2018,정부서울청사 본관 노후 통신 부대시설 보강공사,서울지방조달청/행정안전부,서울,45881000.0,45630425.0,+2% ~ -2%,0.0,87.745,61.0,기/협정/여성,-0.54615,
20180724547-01,2018,배화여자고등학교 방송시설개선공사 입찰공고 (긴급공고) (정정공고),서울특별시교육청,서울,72055000.0,71786625.0,+2% ~ -2%,0.0,87.745,981.0,기/정,-0.37246,
20180720415-00,2018,김포공항 재난대책상황실 개선 정보통신공사,한국공항공사,서울,128399842.0,128195400.0,+2% ~ -2%,0.0,87.745,965.0,기,-0.15923,
20180722357-00,2018,정화여자중학교 다목적강당 방송시스템구축 및 기타공사 (긴급공고),서울특별시동부교육청,서울,39363000.0,39412950.0,+2% ~ -2%,0.0,87.745,906.0,,0.12689,
20180634972-00,2018,서울동부지사 상설검정장 겸 청사 신축공사(통신),서울지방조달청/한국산업인력공단,서울,245023000.0,245960875.0,+2% ~ -2%,0.0,87.745,936.0,기/협정,0.38277,
20180634568-00,2018,서울남부지방법원 별관 신축 1차 통신공사,서울지방조달청/대법원,서울,732365000.0,732220425.0,+2% ~ -2%,0.0,86.745,893.0,기/협정,-0.01975,
20180712852-00,2018,수술실등 네트워크 회선 포설 작업,경찰청,서울,18477900.0,18520225.0,+2% ~ -2%,0.0,87.745,719.0,기,0.22905,
20180703719-00,2018,김포공항 기계통합감시제어센타 개선공사,한국공항공사,서울,437753000.0,438045275.0,+2% ~ -2%,0.0,86.745,870.0,,0.06676,
20180636599-00,2018,"국회 의원회관 제1,2세미나실 회의용 마이크 설치 공사",국회,서울,40000000.0,39701000.0,+2% ~ -2%,0.0,87.745,866.0,협정,-0.7475,
20180635876-00,2018,(통신)서울동부구치소 혈액투석실 리모델링 공사(통신) (긴급공고),법무부,서울/경기,28487000.0,28214350.0,+2% ~ -2%,0.0,87.745,1761.0,기,-0.95711,
20180633155-00,2018,한국의집 보안장비(CCTV)개선공사 시공업체 선정 입찰공고,한국문화재재단,서울,41901603.0,42012700.0,+2% ~ -2%,0.0,87.745,919.0,,0.26513,
20180630237-00,2018,대진여고 교사동 방송시설 개선공사 (긴급공고),서울특별시교육청,서울,139098000.0,140032775.0,+2% ~ -2%,0.0,87.745,946.0,기,0.67202,
20180603245-00,2018,서문여고 방송시설 환경개선 사업,서울특별시교육청,서울,118690000.0,117950000.0,+2% ~ -2%,0.0,87.745,960.0,,-0.62348,
1801812-00,2018,서울지역본부 공공리모델링 임대주택 정보통신공사 3공구,한국토지주택공사,서울,230571000.0,232388000.0,+2% ~ -2%,0.0,87.745,883.0,기,0.78804,
1801810-00,2018,서울지역본부 공공리모델링 임대주택 정보통신공사 2공구,한국토지주택공사,서울,242511000.0,242874000.0,+2% ~ -2%,0.0,87.745,877.0,기,0.14968,
20180621856-00,2018,서울대학교 유회진학술정보관 네트워크 장비 구매 설치,서울대학교,서울,72357000.0,72472800.0,+2% ~ -2%,0.0,84.245,61.0,물품/기,0.16003,
20180619130-00,2018,의생명연구원 5층 교수실 및 56병동 재배치 공사 [통신],서울대학교병원,서울,185145098.0,184171275.0,+2% ~ -2%,0.0,87.745,962.0,,-0.52598,
20180616899-00,2018,경찰병원 병동(71) 통신시설 개선공사,서울지방조달청/경찰청,서울,82636000.0,82566425.0,+2% ~ -2%,0.0,87.745,1015.0,기/협정,-0.0842,
20180613899-00,2018,서울검찰청사 대강당 리모델링 통신공사,대검찰청,서울,91240000.0,90749375.0,+2% ~ -2%,0.0,87.745,943.0,기,-0.53774,
20180611218-00,2018,서울대학교 자연대 26동 및 공과대 34동 네트워크장비 구매설치,서울대학교,서울,173230000.0,171538450.0,+2% ~ -2%,0.0,84.245,93.0,물품/기,-0.97648,
20180612955-00,2018,청사 네트워크 회선 증설 공사(긴급) (긴급공고),국가인권위원회,서울,70000000.0,70164850.0,+2% ~ -2%,0.0,87.745,987.0,,0.2355,
20180606413-00,2018,서울남부지방검찰청 대회의실 등 리모델링 공사 (통신),서울지방조달청/대검찰청,서울,77464000.0,77352325.0,+2% ~ -2%,0.0,87.745,1044.0,기/협정,-0.14417,
20180605987-00,2018,방문객 출입관리시스템 1식,의료법인한전의료재단한일병원,서울/경기,265010620.0,265441950.0,+2% ~ -2%,0.0,87.745,54.0,,0.16275,
20180604939-00,2018,경찰병원 음압격리병실 등 통신시설 개선공사,서울지방조달청/경찰청,서울,61672000.0,61856000.0,+2% ~ -2%,0.0,87.745,1008.0,기/협정,0.29835,
20180608059-00,2018,서초2파출소 신축공사(통신),경찰청,서울,41452390.0,41221050.0,+2% ~ -2%,0.0,87.745,950.0,기,-0.55809,
20180538320-02,2018,"서울아이티고등학교 방송시설 개선공사(본관동,다목적동) (정정공고)",서울특별시교육청,서울,105453000.0,105465950.0,+2% ~ -2%,0.0,87.745,960.0,기/정,0.01228,
20180607881-00,2018,국회 정보망 확충 공사 (긴급공고),국회,서울,49500000.0,49743200.0,+2% ~ -2%,0.0,87.745,847.0,,0.49131,
20180539332-00,2018,서울적십자병원 진단검사의학과 리모델링공사(통신)-소액수의견적입찰,대한적십자사,서울,46000000.0,46196925.0,+2% ~ -2%,0.0,87.745,991.0,기,0.42809,
20180540926-00,2018,한국시설안전공단 일산청사 환경개선 작업 (통신) (긴급공고),국토안전관리원,서울/인천/경기,52400000.0,51960675.0,+2% ~ -2%,0.0,87.745,205.0,기/여성,-0.83841,
20180532439-00,2018,행복한백화점 종합서비스데스크 공사(정보통신),(주)중소기업유통센터,서울,34406295.0,34715925.0,+2% ~ -2%,0.0,87.745,791.0,,0.89992,
20180509697-00,2018,한국체육대학교 도서관(학생회관) 개축 통신공사,서울지방조달청/한국체육대학교,전국/서울,943710000.0,947697225.0,+2% ~ -2%,0.0,86.745,1044.0,기/의무,0.4225,
20180529737-00,2018,디지털서울문화예술대학교 행정실 리모델링 공사(통신),디지털서울문화예술대학교,서울,27639440.0,27711425.0,+2% ~ -2%,0.0,87.745,933.0,기,0.26044,
20180531401-00,2018,2018년 초등교육관 지붕설치 및 시설설비 보수공사(통신),서울지방조달청/교육부,서울,67707000.0,68210600.0,+2% ~ -2%,0.0,87.745,1003.0,기/협정,0.74379,
20180522841-00,2018,GKL 강북 힐튼점 리모델링에 따른 정보통신 공사,그랜드코리아레저(주),서울,78067000.0,78432000.0,+2% ~ -2%,0.0,87.745,1007.0,기,0.46754,
20180525531-00,2018,광명경륜장 선수 훈련지도용 무선 방송시스템 구축,서울올림픽기념국민체육진흥공단,서울/인천/경기,43992000.0,44024825.0,+2% ~ -2%,0.0,88,76.0,물품,0.07461,
20180522923-00,2018,CCTV 시스템 개선 공사,국민건강보험공단,서울/인천/경기,66100000.0,66069800.0,+2% ~ -2%,0.0,87.745,2434.0,기,-0.04569,
20180511924-00,2018,김포공항 외곽지역 보안용카메라(CCTV) 개량 정보통신공사,한국공항공사,서울,511917411.0,510980650.0,+2% ~ -2%,0.0,86.745,923.0,,-0.183,
20180516137-00,2018,경찰병원 수술실 등 통신시설 개선공사,서울지방조달청/경찰청,서울,36075000.0,35952950.0,+2% ~ -2%,0.0,87.745,73.0,기/협정/여성,-0.33833,
20180512204-00,2018,한국국방연구원-한국과학술원 아파트 CCTV 설치공사,국방부,서울,135204000.0,135606325.0,+2% ~ -2%,0.0,87.745,960.0,기,0.29756,
20180506809-00,2018,국회 청사 CCTV 카메라 추가 설치공사,국회,서울,94000000.0,93697600.0,+2% ~ -2%,0.0,87.745,895.0,협정,-0.32171,
20180504490-00,2018,서울전파관리소 북부사무소 IP전자교환기 구매 증설 설치공사 (재공고),과학기술정보통신부,서울/인천/경기,57000000.0,57210650.0,+2% ~ -2%,0.0,87.745,16.0,기/실적,0.36956,
20180439304-00,2018,서울전파관리소 북부사무소 IP전자교환 구매 증설 설치공사,과학기술정보통신부,서울/인천/경기,57000000.0,56791150.0,+2% ~ -2%,0.0,87.745,56.0,기,-0.36641,
20180438118-01,2018,김포공항 급유시설 누유감지시스템 구축 공사 (정정공고),한국공항공사,전국/서울,981734000.0,976447425.0,+2% ~ -2%,0.0,86.745,980.0,정/의무,-0.5385,
20180433804-00,2018,은평서 석면제거 및 타공사(통신),경찰청,서울,22086900.0,22055725.0,+2% ~ -2%,0.0,87.745,788.0,기,-0.14115,
20180431562-00,2018,경찰병원 장례식장 빈소 안내시스템(ERP)교체,경찰청,서울/인천/경기,38040200.0,38126400.0,+2% ~ -2%,0.0,88,117.0,물품/기,0.2266,
20180412650-00,2018,서울대학교 의과대학 실험동물실 환경개선 통신 공사,서울대학교,서울/경기,29137000.0,28973300.0,+2% ~ -2%,0.0,87.745,1555.0,,-0.56183,
20180410550-00,2018,김포공항 항공훈련센터 확장 정보통신공사,한국공항공사,서울,92339328.0,92766925.0,+2% ~ -2%,0.0,87.745,953.0,,0.46307,
20180344341-00,2018,김포공항 외곽울타리 개량에 따른 장력시스템 교체공사,한국공항공사,전국/서울,1274598000.0,1274222050.0,+2% ~ -2%,0.0,86.745,865.0,의무,-0.0295,
20180342547-00,2018,2018년 서울경찰청 상황지휘센터 CCTV 유지보수 용역,경찰청,서울/인천/경기,18000000.0,18036725.0,+2% ~ -2%,0.0,88,91.0,기,0.20402,
20180234956-00,2018,강서경찰서 청사 신축 통신공사,서울지방조달청/경찰청,전국/서울,1653721000.0,1653679700.0,+2% ~ -2%,0.0,86.745,882.0,기/의무,-0.0025,
20180317773-00,2018,서울대학교치과병원 융복합치의료센터 통신공사,서울대학교치과병원,서울,667315000.0,662865725.0,+2% ~ -2%,0.0,86.745,929.0,기,-0.66675,
20180236881-00,2018,보안수사대 통합청사 신축공사(통신),서울지방조달청/경찰청,서울,736152000.0,744236825.0,+2% ~ -2%,0.0,86.745,876.0,기/협정,1.09825,
20180305636-00,2018,국립중앙도서관 3~4층 자료실 공간 재구성 통신공사,서울지방조달청/문화체육관광부,서울,47223000.0,47234625.0,+2% ~ -2%,0.0,87.745,66.0,기/협정/여성,0.02461,
20180301115-00,2018,정부서울청사 공무직 사무실 통신망 구축공사,행정안전부,서울,42900000.0,42740250.0,+2% ~ -2%,0.0,87.745,987.0,,-0.37238,
20180229939-00,2018,서울우정교육센터 리모델링 정보통신공사,과학기술정보통신부,서울,243070000.0,243961525.0,+2% ~ -2%,0.0,87.745,982.0,기,0.36677,
20180214208-00,2018,병원동 2층 리노베이션 공사(정보통신),서울지방조달청/한국원자력의학원,서울,267548000.0,270339925.0,+2% ~ -2%,0.0,87.745,927.0,기/협정,1.04352,
20180228504-00,2018,[긴급] 2018년도 방배경찰서 전산장비유지보수 입찰공고,경찰청,서울/경기,21000000.0,19044325.0,+2% ~ -2%,0.0,87.745,20.0,,-9.31274,
20180212479-00,2018,해동학술정보실 외 3건 조성 통신공사 입찰 공고,서울과학기술대학교,서울,111461000.0,111408400.0,+2% ~ -2%,0.0,87.745,957.0,,-0.0472,
20180211734-00,2018,서울과학기술대학교 학생회관 리모델링 통신공사,서울과학기술대학교,서울,166072000.0,165962025.0,+2% ~ -2%,0.0,87.745,994.0,,-0.06623,
20180211046-00,2018,CKL스테이지 음향장비 구매 및 설치,한국콘텐츠진흥원,서울,223355000.0,225350150.0,+2% ~ -2%,0.0,87.995,51.0,물품/기,0.89326,
20180209068-02,2018,2018년 아리랑라디오 방송장비 연간 유지보수 (정정공고),국제방송교류재단,서울/경기,108000000.0,108214675.0,+2% ~ -2%,0.0,88,19.0,기/정,0.19877,
20180208780-00,2018,상설전시실 영상장비 구입_비디오프로젝터,서울지방조달청/문화체육관광부,서울,189000000.0,189706450.0,+2% ~ -2%,0.0,84.245,35.0,물품/기,0.37378,
20180203127-00,2018,충암초등학교 열람실 및 특별실 설치 공사(통신),서울특별시서부교육청,서울,24021000.0,23866575.0,+2% ~ -2%,0.0,87.745,907.0,,-0.64288,
20180208394-00,2018,서일국제경영고 전관방송설비 개선공사 (긴급공고),서울특별시교육청,서울,49901000.0,49827575.0,+2% ~ -2%,0.0,87.745,933.0,기,-0.14715,
20180128025-02,2018,리라아트고 비중확대 실습실 기자재(방송장비) 구매 입찰 공고,서울특별시교육청,서울,95374000.0,94901475.0,+2% ~ -2%,0.0,87.995,36.0,물품/정,-0.49545,
20180124347-00,2018,한국자산관리공사 홍릉 지식협력단지 시설물 공사(정보통신),한국자산관리공사,서울,159940000.0,159713725.0,+2% ~ -2%,0.0,87.745,976.0,,-0.14148,
20180114491-00,2018,서울대학교병원 사이버인재원 전산시스템 유지보수 용역,서울대학교병원,서울,68458823.0,68157325.0,+2% ~ -2%,0.0,87.995,19.0,기/협정,-0.44041,
20180116062-00,2018,중대부중 노후방송설비 교체공사 (긴급공고),서울특별시동작교육청,서울,107800000.0,107188275.0,+2% ~ -2%,0.0,87.745,911.0,기,-0.56747,
E011812442,2018,154kV 지축E/C 전력통신설비 시설공사,한국전력공사,서울/경기,131637000.0,132326094.0,+2% ~ -2%,0.0,87.745,1735.0,,0.52348,
E011810304,2018,신정변전소 무인보안시스템 교체공사,한국전력공사,서울,91979800.0,92103667.0,+2% ~ -2%,0.0,87.745,742.0,,0.13466,
E011810152,2018,154kV 교대S/S 노후 무인보안시스템 교체공사,한국전력공사,서울,148657300.0,146917110.0,+2% ~ -2%,0.0,87.745,794.0,,-1.17061,
E011810215,2018,당인리S/S 보안감시시스템 교체공사,한국전력공사,서울,73125583.0,73487811.0,+2% ~ -2%,0.0,87.745,817.0,,0.49535,
E011810068,2018,남서울본부 송변전 광단말장치 시설공사(전자제어부),한국전력공사,서울/경기,251029900.0,249693577.0,+2% ~ -2%,0.0,87.745,1761.0,,-0.53234,
E011810014,2018,남서울본부 송변전계통 광통신선로 시설공사(전자제어부),한국전력공사,서울,171826600.0,171688923.0,+2% ~ -2%,0.0,87.745,766.0,,-0.08013,
E011809829,2018,154kV 풍납S/S 노후 무인보안시스템 교체공사,한국전력공사,서울,122607100.0,122565073.0,+2% ~ -2%,0.0,87.745,761.0,,-0.03428,
E011809348,2018,18년 하반기 변압기공동이용 자고객 원격검침 통신망 시설공사,한국전력공사,서울,442388100.0,441936463.0,+2% ~ -2%,0.0,86.745,699.0,,-0.1021,
E011809058,2018,"154kV 여의,노들S/S 노후 무인보안시스템 교체공사(전자제어부)",한국전력공사,서울,225764000.0,225643100.0,+2% ~ -2%,0.0,87.745,747.0,,-0.05356,
E011808857,2018,대치S/S ICT실 이전공사,한국전력공사,서울,94286500.0,94013748.0,+2% ~ -2%,0.0,87.745,711.0,,-0.28929,
E011808954,2018,2018년 송변전 광단말장치 시설공사,한국전력공사,서울,61352214.0,61750985.0,+2% ~ -2%,0.0,87.745,737.0,,0.64997,
E011808253,2018,마곡 택지지구 2차 DAS용 자가광통신망 구축공사(ICT운영부),한국전력공사,서울,292843677.0,294288742.0,+2% ~ -2%,0.0,87.745,762.0,,0.49345,
E011808027,2018,하반기 자고객 원격검침망 구축공사,한국전력공사,서울,159280000.0,159968248.0,+2% ~ -2%,0.0,87.745,681.0,,0.43209,
E011806885,2018,서대문은평지사 배전계통 자가 광통신망 증설공사,한국전력공사,서울,183293000.0,182047331.0,+2% ~ -2%,0.0,87.745,708.0,,-0.67961,
E011806270,2018,흥인S/S 등 2개소 노후 보안감시시스템 교체공사,한국전력공사,서울,109304800.0,108652637.0,+2% ~ -2%,0.0,87.745,716.0,,-0.59665,
E011805744,2018,345kV 미금성동T/L 전력구 감시시스템 화상설비 보강공사,한국전력공사,서울,689734100.0,688509165.0,+2% ~ -2%,0.0,86.745,489.0,정/협정,-0.1776,
E011805516,2018,마포용산지사 리모델링 사옥 통신공사,한국전력공사,서울,674362057.0,678442187.0,+2% ~ -2%,0.0,86.745,735.0,,0.60503,
E011805304,2018,강남P/O 관내 광케이블 보강공사,한국전력공사,서울/경기,27717250.0,27936889.0,+2% ~ -2%,0.0,87.745,1633.0,,0.79242,
E011805358,2018,성수S/S 보안감시시스템 교체공사,한국전력공사,서울,52435900.0,52646414.0,+2% ~ -2%,0.0,87.745,780.0,,0.40146,
E011805086,2018,원남-돈암 등 2구간 광케이블 보강공사,한국전력공사,서울,31360450.0,31398644.0,+2% ~ -2%,0.0,87.745,682.0,,0.12179,
E011804270,2018,154kV 시흥-독산변전소간 광케이블 시설공사 (영등포전력지사),한국전력공사,서울,37570279.0,37320924.0,+2% ~ -2%,0.0,87.745,708.0,,-0.66371,
E011803634,2018,345kV 신광명S/S GIS화 관련 전력통신설비 정비공사,한국전력공사,서울/경기,266286463.0,264965945.0,+2% ~ -2%,0.0,87.745,1701.0,연기,-0.49591,
E011803441,2018,18년 상반기 변압기공동이용 자고객 원격검침 통신망 시설공사,한국전력공사,서울,282167600.0,282148205.0,+2% ~ -2%,0.0,87.745,715.0,연기,-0.00688,
E011803079,2018,영등포 사옥 CCTV시스템 교체공사,한국전력공사,서울,19450200.0,19463261.0,+2% ~ -2%,0.0,87.745,564.0,,0.06715,
E011802485,2018,보호계전기 데이터 원격취득시스템(PDAS) 증설공사,한국전력공사,서울,21547900.0,21479178.0,+2% ~ -2%,0.0,87.745,494.0,,-0.31893,
E011801843,2018,2018년 강남P/O 보호계전기 데이터 원격취득시스템(PDAS) 포트 증설공사,한국전력공사,서울/경기,22541200.0,22742784.0,+2% ~ -2%,0.0,87.745,1122.0,,0.89429,
E011801785,2018,보호계전기 데이터 원격취득시스템(PDAS) 증설공사,한국전력공사,서울,51028919.0,51419731.0,+2% ~ -2%,0.0,87.745,629.0,,0.76586,
E011801534,2018,2018년 보호계전기 원격취득시스템 포트 증설공사(전자제어부),한국전력공사,서울,15340600.0,15407698.0,+2% ~ -2%,0.0,87.745,416.0,,0.43738,
E011801174,2018,변압기공동이용 자고객 원격검침망 구축공사,한국전력공사,서울,114180000.0,112838157.0,+2% ~ -2%,0.0,87.745,667.0,,-1.1752,
E011713657,2018,육군 00부대 면회소 및 정문 신축건물 통신공사,한국전력공사,서울,24288000.0,24397076.0,+2% ~ -2%,0.0,87.745,556.0,,0.44909,
