공고번호,기초금액,A값,투찰률(%),참여업체수,예가범위,공고구분표시,공고제목,발주처(수요기관),지역제한
20161005941-00,107184000.0,0.0,87.745,923.0,+2% ~ -2%,기/협정,창덕궁 방송시설 설치 공사,서울지방조달청/문화재청,서울
20161003729-00,8963000.0,0.0,87.745,479.0,+2% ~ -2%,,영일고 급식실 및 학생식당 증축 통신공사,서울특별시교육청,서울
20161001604-00,24662000.0,0.0,87.745,847.0,+2% ~ -2%,기,구로경찰서 천왕파출소 신축 통신공사 (긴급공고),경찰청,서울
20160922742-00,27500000.0,0.0,87.745,855.0,+2% ~ -2%,,공덕지구대 신축관련 통신공사,경찰청,서울
20160922787-00,122771000.0,0.0,87.745,941.0,+2% ~ -2%,기,서울대학교 미술대51동 리모델링 통신공사 (긴급공고),서울대학교,서울
20160908536-00,2121240000.0,0.0,86.745,745.0,+2% ~ -2%,기/의무,김포공항 국제선 여객터미널 대형상업시설 개선 정보통신공사,한국공항공사,전국/서울
20160911535-00,56591000.0,0.0,87.745,998.0,+2% ~ -2%,기,서울적십자병원 호스피스 완화병동 구축공사 소액수의 견적입찰 공고(통신),대한적십자사,서울
20160911029-00,50050000.0,0.0,88.0,1939.0,+2% ~ -2%,,경인식약청 과천청사 사무환경 구축공사 소액수의 견적입찰,식품의약품안전처,서울/경기
20160910273-00,11700000.0,0.0,87.745,666.0,+2% ~ -2%,기,대한민국역사박물관 사무공간 조성공사(통신),문화체육관광부,서울
20160902710-00,290289894.0,0.0,87.745,909.0,+2% ~ -2%,기,[긴급] 홍릉시연장 조성 통신공사 (긴급공고),한국콘텐츠진흥원,서울
20160901632-00,51546000.0,0.0,87.745,190.0,+2% ~ -2%,기/여성,구로경찰서 신구로지구대 신축 통신공사 (긴급공고),경찰청,서울
20160901911-00,278982000.0,0.0,87.745,903.0,+2% ~ -2%,,행정관(60동) 리모델링 통신공사 (긴급공고),서울대학교,서울
20160827495-00,56379400.0,0.0,87.745,994.0,+2% ~ -2%,,체조경기장 시설개선 통신공사,서울올림픽기념국민체육진흥공단,서울
20160826737-00,34430000.0,0.0,87.745,894.0,+2% ~ -2%,기,식당동 조리실 증축 및 리모델링공사(통신) (긴급공고),서울특별시교육청,서울
1602090-00,504952000.0,0.0,86.745,696.0,+2% ~ -2%,,서울서부권 건설 및 매입임대주택(정보통신) 유지보수공사,한국토지주택공사,서울
1602089-00,501933000.0,0.0,86.745,699.0,+2% ~ -2%,,서울동부권 건설 및 매입임대주택(정보통신) 유지보수공사,한국토지주택공사,서울
20160823450-00,91117000.0,0.0,87.745,902.0,+2% ~ -2%,기,서울대학교 천문관측소 신축 통신공사 (긴급공고),서울대학교,서울
20160822547-00,190185000.0,0.0,87.745,897.0,+2% ~ -2%,기,서울대학교 동물복제연구동 신축통신공사 (긴급공고),서울대학교,서울
20160821524-00,257390000.0,0.0,87.745,910.0,+2% ~ -2%,기,서울대학교 실험동물자원관리동(69동) 재건축 통신공사 (긴급공고),서울대학교,서울
20160817833-00,358815000.0,0.0,86.745,879.0,+2% ~ -2%,기,김포공항 국제선청사 영상감시장치(CCTV) 개량 정보통신공사,한국공항공사,서울
20160809195-00,67064800.0,0.0,87.745,1061.0,+2% ~ -2%,,전수교육관 보안장비(CCTV)개선공사 시공업체 선정,한국문화재재단,서울/경기
20160807903-00,244296000.0,0.0,87.745,864.0,+2% ~ -2%,기/협정,16년(하) 팁스타운 공간조성공사(통신),서울지방조달청/사단법인,서울
20160806464-00,105345000.0,0.0,87.745,917.0,+2% ~ -2%,기/협정,국립전통예술고등학교 통신망 대개체 공사,서울지방조달청/문화체육관광부,서울
20160727470-00,10776000.0,0.0,87.745,124.0,+2% ~ -2%,기/협정,서울청사 노후시설 보수 및 환경개선공사(통신),서울지방조달청,서울
20160729410-00,16390000.0,0.0,87.745,640.0,+2% ~ -2%,협정,신촌지구대 대수선공사 통신공사 (긴급공고),경찰청,서울
20160715932-00,2099058000.0,0.0,86.745,832.0,+2% ~ -2%,기/의무,서울대학교병원 의생명연구원 리모델링 공사 (통신설비),서울지방조달청/서울대학교병원,전국/서울
20160712289-00,34023830.0,0.0,87.745,841.0,+2% ~ -2%,기,"왕실의 의례, 대한제국과 황실 전시실 리노베이션 공사(통신)",문화재청,서울
20160723211-00,78475000.0,0.0,87.745,957.0,+2% ~ -2%,기/협정,한국주택금융공사 상암지원센터 사무환경 조성공사(통신),서울지방조달청/한국주택금융공사,서울
20160720390-00,28800000.0,0.0,87.745,792.0,+2% ~ -2%,,서울중랑우체국 키폰주장치 교체공사,과학기술정보통신부,서울
20160715380-00,158377000.0,0.0,87.745,977.0,+2% ~ -2%,,방송시설개선 통신공사 (긴급공고),서울특별시교육청,서울
20160710230-00,68516666.0,0.0,87.745,957.0,+2% ~ -2%,기,[서울대학교병원]국가지정 음압 입원치료병상(39병동) 확충공사[통신],서울대학교병원,서울
20160709706-00,144540000.0,0.0,87.995,104.0,+2% ~ -2%,,한국은행 강남본부 통신설비 유지보수 용역,한국은행,서울
20160706412-00,156450000.0,0.0,87.745,894.0,+2% ~ -2%,기/협정,브이알빌딩 사무환경 조성공사(통신),서울지방조달청/한국벤처투자(주),서울
20160705910-00,530599000.0,0.0,86.745,789.0,+2% ~ -2%,기/협정,2016년 검찰 정보통신 네트워크 및 IP 교환시설 통합구축사업,서울지방조달청/대검찰청,서울
20160709025-00,30529000.0,0.0,87.745,911.0,+2% ~ -2%,,잠실여자고등학교 급식실 및 학생식당 이전설치 통신공사 입찰공고,서울특별시교육청,서울
20160703539-00,43318000.0,0.0,87.745,983.0,+2% ~ -2%,,한대부중 3관 방송용스피커 및 케이블교체공사 (긴급공고),서울특별시성동교육청,서울
20160708124-00,146960000.0,0.0,87.745,930.0,+2% ~ -2%,,정신여자고등학교 본관동 및 교사동 방송실 개선공사 (긴급공고),서울특별시교육청,서울
20160707386-00,45804000.0,0.0,87.745,1869.0,+2% ~ -2%,,해동학술관(32-1동) 외 1개동 임시 사용을 위한 통신공사 (긴급공고),서울대학교,서울/경기
20160633689-00,367483000.0,0.0,86.745,913.0,+2% ~ -2%,기,서울대학교 노후 통신케이블(UTP) 교체 공사,서울대학교,서울
20160634758-00,39406000.0,0.0,87.745,903.0,+2% ~ -2%,협정,솔샘지구대 신축공사(통신) 입찰공고,경찰청,서울
20160633944-00,37440000.0,0.0,87.745,938.0,+2% ~ -2%,,경신중ㆍ고등학교 급식실 및 학생식당 증축 통신공사 (긴급공고),서울특별시교육청,서울
20160631929-00,24069000.0,0.0,87.745,810.0,+2% ~ -2%,기/협정,자양1파출소 신축공사-통신,경찰청,서울
20160614781-00,450059000.0,0.0,86.745,840.0,+2% ~ -2%,기/협정,한국방송통신대학교 연구동 시설 개보수공사(통신),서울지방조달청/한국방송통신대학교,서울
20160624213-00,24752000.0,0.0,87.745,1707.0,+2% ~ -2%,기,여주교도소 방통대 등 교육장 리모델링(통신) 공사,법무부,서울/경기
20160624424-01,14689000.0,0.0,87.745,750.0,+2% ~ -2%,기/정,시청각실리모데링및 지하방수 통신 공사 (정정공고),서울특별시교육청,서울
20160620888-00,593026000.0,0.0,86.745,856.0,+2% ~ -2%,기/협정,남북회담본부 시설개선공사(통신공사),서울지방조달청/통일부,서울
20160619305-00,25201000.0,0.0,87.745,840.0,+2% ~ -2%,,서울수서경찰서 대치지구대 신축 공사[통신],경찰청,서울
20160612523-00,317255400.0,0.0,87.745,911.0,+2% ~ -2%,,소마미술관 전시공간 확충 통신공사,서울올림픽기념국민체육진흥공단,서울
20160618574-00,25210000.0,0.0,87.745,862.0,+2% ~ -2%,기/협정,서울중앙우체국 편의시설 설치공사(통신),과학기술정보통신부,서울
20160614202-00,528301000.0,0.0,86.745,863.0,+2% ~ -2%,기,서울대학교 유회진학술정보관 신축 통신공사 (긴급공고),서울대학교,서울
20160608570-00,38467000.0,0.0,87.745,858.0,+2% ~ -2%,기,한국공항공사 재난상황실 확장 및 개선 정보통신공사,한국공항공사,서울
20160610615-00,117300000.0,0.0,87.745,132.0,+2% ~ -2%,,국립예술단체 공연연습장 스피드게이트 설치공사,사단법인국립예술단체연합회,서울
20160609497-00,21543000.0,0.0,87.745,783.0,+2% ~ -2%,,"연결통로, 도서관 및 특별교실 증축 공사(정보통신)",서울특별시교육청,서울
20160603877-00,273460000.0,0.0,87.745,920.0,+2% ~ -2%,기,서울대학교 초과학공동원 리모델링 통신공사 (긴급공고),서울대학교,서울
20160605324-00,26572598.0,0.0,87.745,1367.0,+2% ~ -2%,,올림픽공원 위험경보시스템 구축공사 (긴급공고),한국체육산업개발주식회사,서울/경기
20160603743-00,19500000.0,0.0,87.745,748.0,+2% ~ -2%,기,경복궁 흥복전 복원 지장물 이설 통신공사,문화재청,서울
20160508926-00,600759000.0,0.0,86.745,854.0,+2% ~ -2%,기/협정,국립어린이과학관 건립(통신),서울지방조달청/미래창조과학부,서울
20160522564-01,15290000.0,0.0,87.745,658.0,+2% ~ -2%,기/정/협정,면목삼팔파출소대수선통신공사 (정정공고),경찰청,서울
20160515269-00,100000000.0,0.0,85.0,1865.0,+2% ~ -2%,기,소래(송) 보안용 CCTV 교체공사,한국방송공사,서울/경기
20160521540-00,27000000.0,0.0,87.745,751.0,+2% ~ -2%,,"Everrich서울청사(3, 8층) 노후시설 개선공사(통신)",과학기술정보통신부,서울
20160509818-00,76692000.0,0.0,87.745,970.0,+2% ~ -2%,,서울검찰청사 별관(구치감) 3차 리모델링 통신공사,대검찰청,서울
20160435951-00,520398000.0,0.0,86.745,848.0,+2% ~ -2%,기/협정,서울교대부설초 교사 증개축 통신공사(장기계속),서울지방조달청/서울교육대학교,서울
20160500157-00,93994000.0,0.0,87.745,879.0,+2% ~ -2%,협정,국회 옥외 CCTV 카메라 설치공사,국회,서울
20160437512-00,58982000.0,0.0,87.745,950.0,+2% ~ -2%,,GKL 힐튼점 영업장 및 지원시설 공사(통신),그랜드코리아레저(주),서울
20160502558-00,14210000.0,0.0,87.745,500.0,+2% ~ -2%,,100주년기념관 대강당 무대 및 음향장비 보수공사(소액) (긴급공고),서울과학기술대학교,서울
20160428724-00,639650000.0,0.0,86.745,873.0,+2% ~ -2%,,서울대학교 자연대26동 및 공과대34동 재건축 통신공사 (긴급공고),서울대학교,서울
20160421779-00,84000000.0,0.0,87.745,988.0,+2% ~ -2%,,제20대 국회개원에 따른 의원실 등 LAN 케이블 시설 정비 공사,국회,서울
20160411757-00,78100000.0,0.0,87.495,1488.0,+2% ~ -2%,,수협중앙회 강원물류센터 신축 통신공사,수협중앙회,서울/경기/강원
20160418141-00,55343000.0,0.0,87.745,905.0,+2% ~ -2%,기/협정,경찰병원 병동(73) 통신시설개선공사,서울지방조달청/경찰청,서울
20160413885-00,1312641000.0,0.0,86.745,858.0,+2% ~ -2%,기/의무,서울대학교 외국인학생기숙사 신축 통신공사 (긴급공고),서울대학교,전국/서울
20160406597-00,102300000.0,0.0,87.745,931.0,+2% ~ -2%,,서울캠퍼스 학생기숙사(제10호관) 보수공사(통신),한국과학기술원,서울
20160401586-00,169939000.0,0.0,87.745,840.0,+2% ~ -2%,,서울서부지방법원 청사 증축 통신 공사,대법원,서울
20160344252-00,109200000.0,0.0,87.745,920.0,+2% ~ -2%,,서울돈암동우체국건립 정보통신공사,미래창조과학부,서울
20160342661-00,118140000.0,0.0,87.745,911.0,+2% ~ -2%,기,서울양재동우체국 건립 정보통신공사,미래창조과학부,서울
20160346695-00,30602710.0,0.0,87.745,1089.0,+2% ~ -2%,기,화성직업훈련교도소 영상계호 디지털CCTV 설치공사 소액수의 견적서 제출공고,법무부,서울/인천/경기
20160340588-00,96709000.0,0.0,87.745,857.0,+2% ~ -2%,기/협정,16년도 1차 TIPS타운 BI 공간조성공사(통신),서울지방조달청/사단법인,서울
20160339767-00,1029160000.0,0.0,86.745,919.0,+2% ~ -2%,기/의무,서울대학교 사범대학 부설고등학교 교사 신축 통신공사 (긴급공고),서울대학교,전국/서울
20160335425-00,103474000.0,0.0,87.745,2024.0,+2% ~ -2%,기,서울대학교 관악수목원 교육관리동 신축 통신공사 (긴급공고),서울대학교,서울/인천/경기
20160328248-00,42372000.0,0.0,87.745,912.0,+2% ~ -2%,,재난안전안내 방송시스템 구축 통신공사(소액),서울과학기술대학교,서울
20160318473-00,20000000.0,0.0,87.745,743.0,+2% ~ -2%,,한국건강증진개발원 시설공사(정보통신) (긴급공고),한국건강증진개발원,서울
20160320970-00,98370000.0,0.0,87.745,172.0,+2% ~ -2%,,전쟁기념관 전관 및 대회의실 방송장비 이전설치 공사 견적입찰공고(긴급),국방부,서울/인천/경기
20160307208-00,29400000.0,0.0,87.745,788.0,+2% ~ -2%,기,서울관악우체국 키폰주장치 교체공사,과학기술정보통신부,서울
20160210824-00,47487000.0,0.0,87.745,976.0,+2% ~ -2%,,직장어린이집 신축 통신공사,서울과학기술대학교,서울
20160120160-00,119234000.0,0.0,87.745,847.0,+2% ~ -2%,기/협정,국립전통예술중고등학교 CCTV 개선공사,서울지방조달청/문화체육관광부,서울
20160121206-00,31000000.0,0.0,87.745,724.0,+2% ~ -2%,기,Everrich 서울청사(10층) 노후시설 개선공사(통신),과학기술정보통신부,서울
20160116184-00,95224000.0,0.0,87.745,886.0,+2% ~ -2%,기,"2015년 대림대학교 강의실 및 실습실환경개선공사 (수암,퇴계,율곡,정보통신관)-통신공사 (긴급공고)",대림대학교,서울/인천/경기
20151229754-00,2997922000.0,0.0,86.745,740.0,+2% ~ -2%,기/의무,L3 연구동 건설공사 (통신) (긴급공고),서울지방조달청/한국과학기술연구원,전국/서울
20151229780-00,71544000.0,0.0,87.745,311.0,+2% ~ -2%,,서울대학교 공과대학 소방(방송)설비보수공사,서울대학교,서울/경기
20171234239-00,413570000.0,0.0,86.745,889.0,+2% ~ -2%,기,서울대학교 경영대학 매니지먼트 네트워크 센터(59동) 증축 통신공사 (긴급공고),서울대학교,서울
20171226761-00,341534000.0,0.0,87.995,110.0,+2% ~ -2%,물품/기,서울대학교 7동 전기실외 30개소 CCTV 및 출입통제설비 구매설치,서울대학교,서울
20171226080-00,72107420.0,0.0,87.995,252.0,+2% ~ -2%,물품,산본지점 리모델링공사 관급자재(디지털 CCTV) 구매,서울올림픽기념국민체육진흥공단,서울/경기
20171227495-00,25817000.0,0.0,87.745,813.0,+2% ~ -2%,,광진서 구의2치안센터 신축 통신공사,경찰청,서울
20171222670-00,295180900.0,0.0,87.745,1719.0,+2% ~ -2%,,광명스피돔 및 동대문지점 CCTV설비 정보통신공사 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기
20171222042-00,156751980.0,0.0,87.745,2029.0,+2% ~ -2%,,산본지점 리모델링 정보통신공사 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기
20171212050-00,33396000.0,0.0,87.745,858.0,+2% ~ -2%,,송파서 문정지구대 신축 통신공사,경찰청,서울
20171123659-00,232688000.0,0.0,87.745,945.0,+2% ~ -2%,기/협정,서울세관 및 별관 망분리 통신공사,서울지방조달청/관세청,서울
20171119010-00,483679000.0,0.0,86.745,904.0,+2% ~ -2%,기/협정,통일문화센터 시설공사(통신),서울지방조달청/통일부,서울
20171201516-00,438179500.0,0.0,86.745,1938.0,+2% ~ -2%,,경정장 CCTV시스템 고도화 정보통신공사,서울올림픽기념국민체육진흥공단,서울/경기
20171200255-00,42464723.0,0.0,87.745,961.0,+2% ~ -2%,기,GKL 강남 2호점 직장 어린이집 설치공사(통신),그랜드코리아레저(주),서울
20171139454-00,423546200.0,0.0,86.745,920.0,+2% ~ -2%,,올림픽문화센터 리모델링 통신공사,서울올림픽기념국민체육진흥공단,서울
20171138290-00,930394000.0,0.0,86.745,1047.0,+2% ~ -2%,기/의무,서울남부출입국관리사무소 신축 통신공사,서울지방조달청/법무부,전국/서울
20171138036-00,113046000.0,0.0,87.745,943.0,+2% ~ -2%,기/협정,17년 팁스타운 BI 공간조성공사(통신),서울지방조달청/사단법인,서울
20171137551-00,114054000.0,0.0,87.745,128.0,+2% ~ -2%,,서울대학교 행정대학원 강의실 영상회의시스템 구축 및 환경개선 공사,서울대학교,서울
20171136538-00,95727000.0,0.0,87.745,959.0,+2% ~ -2%,기,서울대학교 자연과학관1(18동) 4층 환경개선 통신공사 (긴급공고),서울대학교,서울
20171134096-00,574300000.0,0.0,86.745,910.0,+2% ~ -2%,기,C연구센터 신축 통신공사,국방과학연구소,서울
20171132256-01,411840000.0,0.0,86.745,736.0,+2% ~ -2%,정,한국환경산업기술원 연수동 리모델링 공사(보통신) (긴급공고) (공고),한국환경산업기술원,서울
20171130901-00,120000000.0,0.0,87.995,133.0,+2% ~ -2%,물품,대강당 음향 · 영상장비 납품 및 설치,국민건강보험공단,서울/인천/경기
20171121242-00,71392000.0,0.0,87.745,1023.0,+2% ~ -2%,기/협정,국립민속박물관 내진보강 공사(통신),서울지방조달청/문화체육관광부,서울
20171114095-00,292815000.0,0.0,87.745,954.0,+2% ~ -2%,기/협정,국립극장 식당이전 및 임시사무실 조성 정보통신공사,서울지방조달청/문화체육관광부,서울
20171102696-00,1577268000.0,0.0,86.745,855.0,+2% ~ -2%,기/의무,한국과학기술연구원 본관 리모델링공사(통신),서울지방조달청/한국과학기술연구원,전국/서울
20171111711-00,15000000.0,0.0,87.745,710.0,+2% ~ -2%,,국립민속박물관 정보보안 강화를 위한 네트워크 공사,문화체육관광부,서울
20171115402-00,17023500.0,0.0,87.745,766.0,+2% ~ -2%,기,서대문경찰서 홍은2파출소 신축공사(통신),경찰청,서울
E011711923,38867324.0,0.0,87.745,695.0,+2% ~ -2%,,154kV 왕십리S/S 보안감시시스템 교체공사,한국전력공사,서울
E011711858,87874600.0,0.0,87.745,757.0,+2% ~ -2%,,순화-서소문등 15구간 소형광단국장치 교체공사,한국전력공사,서울
20171029255-01,31730000.0,0.0,87.745,839.0,+2% ~ -2%,기/정,국립고궁박물관 노후 CCTV성능개선공사 (정정공고),문화재청,서울
20171016586-00,399231000.0,0.0,86.745,891.0,+2% ~ -2%,기/협정,헌법재판소 청사증축 통신공사,서울지방조달청/헌법재판소,서울
20171027916-00,15400000.0,0.0,87.745,733.0,+2% ~ -2%,기,코레일유통 록관 구축 통신공사,코레일유통,서울
E011711207,46165900.0,0.0,87.745,652.0,+2% ~ -2%,,2017년 하반기 계통보호전송장치 교체공사(전자제어부),한국전력공사,서울
E011711087,109649100.0,0.0,87.745,720.0,+2% ~ -2%,,영등포전력지사 무인변전소 보안시스템 교체공사(철거포함),한국전력공사,서울
E011710971,45909600.0,0.0,87.745,707.0,+2% ~ -2%,,아현S/S 보안감시시스템 교체공사,한국전력공사,서울
E011710869,133571466.0,0.0,87.745,730.0,+2% ~ -2%,,강북성북지사 스마트오피스 ICT설비 시범구축 공사,한국전력공사,서울
20170928653-00,262269000.0,0.0,87.745,893.0,+2% ~ -2%,기/협정,국회도서관 전관방송설비 교체공사,서울지방조달청/국회,서울
20170914290-00,1163770000.0,0.0,86.745,910.0,+2% ~ -2%,기/의무,광역수사대 청사 신축 통신공사,서울지방조달청/경찰청,전국/서울
20170928617-00,79169000.0,0.0,87.745,991.0,+2% ~ -2%,,평창동계올림픽 도핑콘트롤센터 보안공사,한국과학기술연구원,서울
20170805034-00,0.0,0.0,-,624.0,+2% ~ -2%,기/의무,종합의료복합단지(2단계) 통신공사,한국자산관리공사,전국/서울
20170916361-00,200227500.0,0.0,87.745,923.0,+2% ~ -2%,,김포공항 동력동 울타리 레이저스캐너 설치 및 기타 통신공사,한국공항공사,서울
20170920014-00,75391000.0,0.0,87.745,1054.0,+2% ~ -2%,기/협정,생활관A동 리모델링 통신공사,서울지방조달청/통일부,서울
20170917835-00,40271000.0,0.0,87.745,436.0,+2% ~ -2%,기,위치추적 관제시스템 구축공사,법무부,서울
20170906188-00,26493000.0,0.0,87.745,872.0,+2% ~ -2%,기,한국인터넷진흥원 서울청사 통신 공사,한국인터넷진흥원,서울
20170907007-01,42713000.0,0.0,87.745,593.0,+2% ~ -2%,정,울타리 비 및 통제식 회전문 설치 통신공사 (공고),행정안전부,서울/경기
20170900288-00,762195000.0,0.0,86.745,889.0,+2% ~ -2%,기/협정,경찰특공대 신축 통신공사,서울지방조달청/경찰청,서울
20170828899-00,69995000.0,0.0,87.745,974.0,+2% ~ -2%,기/협정,기상박물관 건립을 위한 대수선공사(통신분야),서울지방조달청/기상청,서울
20170824995-00,49909200.0,0.0,87.745,940.0,+2% ~ -2%,기,김포공항 화물터미널 승강 설치 정보통신공사,한국공항공사,서울
20170827521-00,20286000.0,0.0,87.745,797.0,+2% ~ -2%,기,은평경찰서 불광지구대 대수선 통신공사,경찰청,서울
20170822427-00,27500000.0,0.0,87.745,888.0,+2% ~ -2%,,여의도우체국 영업분야(임시청사) 이전공사 통신,과학기술정보통신부,서울
20170812078-00,84961000.0,0.0,87.745,982.0,+2% ~ -2%,,도봉경찰서 수사형사부서 및 유치장 환경개선 통신공사,경찰청,서울
20170728567-00,821461000.0,0.0,86.745,1016.0,+2% ~ -2%,기/의무,국립항공박물관 통신공사,서울지방조달청/국토교통부,전국/서울
20170809236-00,73700000.0,0.0,87.745,953.0,+2% ~ -2%,기,사직단 관리사무소 건립공사(통신) (긴급공고),문화재청,서울
20170803766-00,91590000.0,0.0,87.745,2176.0,+2% ~ -2%,기,노후 통신 케이블 재 포설 공사,한국교통안전공단,서울/인천/경기
20170802860-00,44550000.0,0.0,87.745,930.0,+2% ~ -2%,기,한국체육대학교 소액수의 견적제출 실내수영장 리모델링 통신공사(긴급) (긴급공고),한국체육대학교,서울
20170727770-00,206000000.0,0.0,85,370.0,+2% ~ -2%,기/현필,자료동 구조보강 및 리모델링 통신공사,한국방송공사,서울/인천/경기
20170717716-01,53086000.0,0.0,87.745,1015.0,+2% ~ -2%,정,중대부초 체육관 및 급식시설 증축 통신공사 소액수의 견적제출 (공고),서울특별시동작교육청,서울
20170711266-00,824799000.0,0.0,86.745,1033.0,+2% ~ -2%,기/의무,서울남부지방검찰청 별관 증축 통신공사,서울지방조달청/법무부,전국/서울
20170714417-00,136400000.0,0.0,87.745,953.0,+2% ~ -2%,기,서울캠퍼스 옥외 CCTV 설치공사,한국과학기술원,서울
20170716057-00,51304000.0,0.0,87.745,149.0,+2% ~ -2%,,(긴급) 송곡고등학교 방송시설 개선공사 입찰 공고 (긴급공고),서울특별시교육청,서울
20170715164-00,74240000.0,0.0,87.745,1021.0,+2% ~ -2%,,여의도우체국 우편물류 및 지원분야 이전공사(2차) 통신,과학기술정보통신부,서울
20170716580-00,21940000.0,0.0,87.745,790.0,+2% ~ -2%,기,김포공항 종합상황실 개선 정보통신공사,한국공항공사,서울
20170701029-00,88809000.0,0.0,87.745,939.0,+2% ~ -2%,기/협정,"서울 와이즈타워(2,3층) 사무환경 조성공사(통신)",서울지방조달청/한국주택금융공사,서울
20170707728-00,39830000.0,0.0,87.745,975.0,+2% ~ -2%,,경신고 본관동 및 도서관동 통신공사 (긴급공고),서울특별시교육청,서울
20170621730-00,1080158000.0,0.0,86.745,913.0,+2% ~ -2%,기/의무,창조융합연구동 신축 통신공사,서울지방조달청/서울과학기술대학교,전국/서울
20170703700-00,60060000.0,0.0,87.745,980.0,+2% ~ -2%,,정부서울청사 통신실 장비 재배치공사,행정안전부,서울
1701624-00,144027000.0,0.0,87.745,852.0,+2% ~ -2%,,서울 공공리모델링 임대주택 정보통신공사,한국토지주택공사,서울
20170628481-00,64698000.0,0.0,87.745,886.0,+2% ~ -2%,기/협정,무인교통단속 장비 이전 설치,서울지방조달청/경찰청,서울
20170625525-00,84498218.0,0.0,87.745,1029.0,+2% ~ -2%,,대일관광고등학교 강당 겸 체육관 증축 통신공사(긴급) (긴급공고),서울특별시교육청,서울
20170618996-00,285109000.0,0.0,87.745,950.0,+2% ~ -2%,,서울대학교 사범대학 부설중학교 체육관 재건축 통신공사 (긴급공고),서울대학교,서울
20170532302-00,425113000.0,0.0,86.745,923.0,+2% ~ -2%,기/협정,서울북부광역등기소 청사 신축 공사(통신),서울지방조달청/대법원,서울
20170531346-00,420566000.0,0.0,86.745,925.0,+2% ~ -2%,기/협정,서울서부광역등기소 신축 통신공사,서울지방조달청/대법원,서울
20170526014-00,324945500.0,0.0,87.745,923.0,+2% ~ -2%,기,김포공항 주차장 지역 영상감시장치(CCTV) 설치공사,한국공항공사,서울
20170526009-00,47000000.0,0.0,85,959.0,+2% ~ -2%,기,"(긴급) KBS 본,신관 사무실 및 창고 조성공사(통신)",한국방송공사,서울
20170516020-00,39900000.0,0.0,87.745,968.0,+2% ~ -2%,,여의도우체국 우편물류 및 지원분야 이전공사(1차) 통신,과학기술정보통신부,서울
20170500525-00,2029840000.0,0.0,86.745,817.0,+2% ~ -2%,기/의무,서부경찰서 청사 신축공사(통신),서울지방조달청/경찰청,전국/서울
20170439909-00,73281000.0,0.0,87.745,1008.0,+2% ~ -2%,기/협정,경찰병원 병동(72) 통신시설개선공사,서울지방조달청/경찰청,서울
20170430666-01,97593000.0,0.0,87.745,948.0,+2% ~ -2%,기/정,국가지정 음압입원치료병상 설치공사(통신공사) (정정공고),의료법인한전의료재단한일병원,서울
20170431297-01,79662000.0,0.0,87.745,1010.0,+2% ~ -2%,정,이화여대병설미디어고 체육관 증축 보통신 공사 (공고),서울특별시교육청,서울
20170416313-00,135349000.0,0.0,87.745,927.0,+2% ~ -2%,기/협정,서울중앙지검 구치감 증축 통신공사,서울지방조달청/법무부,서울
20170407592-00,58745098.0,0.0,87.745,951.0,+2% ~ -2%,,서울대학교병원 권역응급의료센터 인증 및 재배치 공사[통신],서울대학교병원,서울
20170405459-00,1034323000.0,0.0,86.745,967.0,+2% ~ -2%,기/의무,김포공항 외곽울타리 개량에 따른 장력시스템 교체공사,한국공항공사,전국/서울
20170405284-00,80000000.0,0.0,87.745,541.0,+2% ~ -2%,기,EBS 디지털통합사옥 네트워크 케이블 포설 공사,한국교육방송공사,서울/인천/경기
20170348585-05,11000000.0,0.0,88,597.0,+2% ~ -2%,정,국립민속박물관 CCTV 시스템 설치공사 (공고),문화체육관광부,서울
20170336646-02,186109000.0,0.0,87.745,966.0,+2% ~ -2%,기/정/협정,서울대학교 약학관4(141동) 리모델링 공사(통신) (정정공고),서울대학교,서울
20170329459-00,19400000.0,0.0,88,105.0,+2% ~ -2%,기,2017년 서울청 상황지휘센터 CCTV유지보수 용역,경찰청,서울/인천/경기
20170325111-00,197744000.0,0.0,87.745,1697.0,+2% ~ -2%,기/협정,2017년 네트워크 선로 정비공사,산림청,서울/경기
20170307727-00,167120000.0,0.0,87.495,1547.0,+2% ~ -2%,,수협중앙회 인천공판장 위판장 재건축 통신공사,수협중앙회,서울/인천/경기
20170315053-00,82390000.0,0.0,87.745,972.0,+2% ~ -2%,,환일고등학교(환일중학교) 다목적실 증축 통신 공사 (긴급공고),서울특별시교육청,서울
20170300843-00,187962000.0,0.0,87.745,903.0,+2% ~ -2%,기/협정,00시설 신축 통신공사,서울지방조달청/대통령경호실,서울
20170301609-00,642407950.0,0.0,86.745,312.0,+2% ~ -2%,,GKL 강남 코엑스점 리모델링에 따른 정보통신공사,그랜드코리아레저(주),서울
20170245366-00,261390000.0,0.0,87.745,963.0,+2% ~ -2%,기,김포공항 오수처리시설 신축 정보통신공사,한국공항공사,서울
20170228702-00,403130000.0,0.0,86.745,894.0,+2% ~ -2%,기/협정,한국방송통신대학교 열린관 개보수공사(통신),서울지방조달청/한국방송통신대학교,서울
20170230292-00,24000000.0,0.0,87.745,774.0,+2% ~ -2%,,서울용산우체국 키폰주장치 교체공사,과학기술정보통신부,서울
20170232581-00,33660000.0,0.0,87.745,836.0,+2% ~ -2%,기,한세사이버보안고등학교 지하강당 통신공사,서울특별시교육청,서울
